school_year,semester,course_id,student_id,final_score
2021-2022,HK1,MTH00081,21280006,6.25
2021-2022,HK1,MTH00081,21280007,9.25
2021-2022,HK1,MTH00081,21280008,5.5
2021-2022,HK1,MTH00081,21280009,8
2021-2022,HK1,MTH00081,21280010,10
2021-2022,HK1,MTH00081,21280011,10
2021-2022,HK1,MTH00081,21280012,5.25
2021-2022,HK1,MTH00081,21280013,5
2021-2022,HK1,MTH00081,21280014,10
2021-2022,HK1,MTH00081,21280015,7.75
2021-2022,HK1,MTH00081,21280016,9.5
2021-2022,HK1,MTH00081,21280017,7.25
2021-2022,HK1,MTH00081,21280018,7.25
2021-2022,HK1,MTH00081,21280019,9.75
2021-2022,HK1,MTH00081,21280020,7
2021-2022,HK1,MTH00081,21280021,6
2021-2022,HK1,MTH00081,21280022,5.75
2021-2022,HK1,MTH00081,21280023,9.25
2021-2022,HK1,MTH00081,21280024,7.5
2021-2022,HK1,MTH00081,21280025,9
2021-2022,HK1,MTH00081,21280026,5.75
2021-2022,HK1,MTH00081,21280027,8.25
2021-2022,HK1,MTH00081,21280028,9.25
2021-2022,HK1,MTH00081,21280029,7.75
2021-2022,HK1,MTH00081,21280030,5.75
2021-2022,HK1,MTH00081,21280031,8.5
2021-2022,HK1,MTH00081,21280032,10
2021-2022,HK1,MTH00081,21280033,6.75
2021-2022,HK1,MTH00081,21280034,5
2021-2022,HK1,MTH00081,21280035,8
2021-2022,HK1,MTH00081,21280036,8.25
2021-2022,HK1,MTH00081,21280037,10
2021-2022,HK1,MTH00081,21280038,6.5
2021-2022,HK1,MTH00081,21280039,5.25
2021-2022,HK1,MTH00081,21280040,7.75
2021-2022,HK1,MTH00081,21280041,7.25
2021-2022,HK1,MTH00081,21280042,9.5
2021-2022,HK1,MTH00081,21280043,6.75
2021-2022,HK1,MTH00081,21280044,8
2021-2022,HK1,MTH00081,21280045,8
2021-2022,HK1,MTH00081,21280046,7.5
2021-2022,HK1,MTH00081,21280047,8
2021-2022,HK1,MTH00081,21280048,6
2021-2022,HK1,MTH00081,21280049,7
2021-2022,HK1,MTH00081,21280050,5
2021-2022,HK1,MTH00081,21280051,8
2021-2022,HK1,MTH00081,21280052,7.5
2021-2022,HK1,MTH00081,21280053,7.5
2021-2022,HK1,MTH00081,21280054,7
2021-2022,HK1,MTH00081,21280055,7
2021-2022,HK1,MTH00081,21280056,6.25
2021-2022,HK1,MTH00081,21280057,9.75
2021-2022,HK1,MTH00081,21280058,5
2021-2022,HK1,MTH00081,21280059,5
2021-2022,HK1,MTH00081,21280060,5.75
2021-2022,HK1,MTH00081,21280061,6.5
2021-2022,HK1,MTH00081,21280062,10
2021-2022,HK1,MTH00081,21280063,6.25
2021-2022,HK1,MTH00081,21280064,7.5
2021-2022,HK1,MTH00081,21280065,10
2021-2022,HK1,MTH00081,21280066,9.75
2021-2022,HK1,MTH00081,21280067,9
2021-2022,HK1,MTH00081,21280068,5.5
2021-2022,HK1,MTH00081,21280069,9
2021-2022,HK1,MTH00081,21280070,6.75
2021-2022,HK1,MTH00081,21280071,5.75
2021-2022,HK1,MTH00081,21280072,6.25
2021-2022,HK1,MTH00081,21280073,7.5
2021-2022,HK1,MTH00081,21280074,8.25
2021-2022,HK1,MTH00081,21280075,5
2021-2022,HK1,MTH00081,21280076,8.25
2021-2022,HK1,MTH00081,21280077,10
2021-2022,HK1,MTH00081,21280078,9.25
2021-2022,HK1,MTH00081,21280079,7.75
2021-2022,HK1,MTH00081,21280080,9
2021-2022,HK1,MTH00081,21280081,8.5
2021-2022,HK1,MTH00081,21280082,5.75
2021-2022,HK1,MTH00081,21280083,6.25
2021-2022,HK1,MTH00081,21280084,5
2021-2022,HK1,MTH00081,21280085,9
2021-2022,HK1,MTH00081,21280086,7.5
2021-2022,HK1,MTH00081,21280087,6.25
2021-2022,HK1,MTH00081,21280088,10
2021-2022,HK1,MTH00081,21280089,9.75
2021-2022,HK1,MTH00081,21280090,7
2021-2022,HK1,MTH00081,21280091,9.75
2021-2022,HK1,MTH00081,21280092,5.25
2021-2022,HK1,MTH00081,21280093,9.5
2021-2022,HK1,MTH00081,21280094,10
2021-2022,HK2,MTH00082,21280005,5.75
2021-2022,HK2,MTH00082,21280006,7.75
2021-2022,HK2,MTH00082,21280007,8.5
2021-2022,HK2,MTH00082,21280008,5.5
2021-2022,HK2,MTH00082,21280009,6
2021-2022,HK2,MTH00082,21280010,8.75
2021-2022,HK2,MTH00082,21280011,5.75
2021-2022,HK2,MTH00082,21280012,8.75
2021-2022,HK2,MTH00082,21280013,6.75
2021-2022,HK2,MTH00082,21280014,5.25
2021-2022,HK2,MTH00082,21280015,6.25
2021-2022,HK2,MTH00082,21280016,5.25
2021-2022,HK2,MTH00082,21280017,8.75
2021-2022,HK2,MTH00082,21280018,7.75
2021-2022,HK2,MTH00082,21280019,8
2021-2022,HK2,MTH00082,21280020,9.5
2021-2022,HK2,MTH00082,21280021,10
2021-2022,HK2,MTH00082,21280022,6.25
2021-2022,HK2,MTH00082,21280023,8.75
2021-2022,HK2,MTH00082,21280024,6.5
2021-2022,HK2,MTH00082,21280025,8.5
2021-2022,HK2,MTH00082,21280026,6.75
2021-2022,HK2,MTH00082,21280027,6.25
2021-2022,HK2,MTH00082,21280028,7.25
2021-2022,HK2,MTH00082,21280029,6.5
2021-2022,HK2,MTH00082,21280030,7.75
2021-2022,HK2,MTH00082,21280031,7.75
2021-2022,HK2,MTH00082,21280032,10
2021-2022,HK2,MTH00082,21280033,7.75
2021-2022,HK2,MTH00082,21280034,5
2021-2022,HK2,MTH00082,21280035,7
2021-2022,HK2,MTH00082,21280036,10
2021-2022,HK2,MTH00082,21280037,6
2021-2022,HK2,MTH00082,21280038,5
2021-2022,HK2,MTH00082,21280039,5
2021-2022,HK2,MTH00082,21280040,7
2021-2022,HK2,MTH00082,21280041,8.5
2021-2022,HK2,MTH00082,21280042,10
2021-2022,HK2,MTH00082,21280043,6
2021-2022,HK2,MTH00082,21280044,7.75
2021-2022,HK2,MTH00082,21280045,7
2021-2022,HK2,MTH00082,21280046,6.5
2021-2022,HK2,MTH00082,21280047,9.5
2021-2022,HK2,MTH00082,21280048,7.75
2021-2022,HK2,MTH00082,21280049,7.5
2021-2022,HK2,MTH00082,21280050,5
2021-2022,HK2,MTH00082,21280051,7.25
2021-2022,HK2,MTH00082,21280052,10
2021-2022,HK2,MTH00082,21280053,7.25
2021-2022,HK2,MTH00082,21280054,7.5
2021-2022,HK2,MTH00082,21280055,9.25
2021-2022,HK2,MTH00082,21280056,5
2021-2022,HK2,MTH00082,21280057,5
2021-2022,HK2,MTH00082,21280058,7.25
2021-2022,HK2,MTH00082,21280059,8.5
2021-2022,HK2,MTH00082,21280060,9.25
2021-2022,HK2,MTH00082,21280061,6.5
2021-2022,HK2,MTH00082,21280062,9
2021-2022,HK2,MTH00082,21280063,5
2021-2022,HK2,MTH00082,21280064,7.5
2021-2022,HK2,MTH00082,21280065,8.5
2021-2022,HK2,MTH00082,21280066,10
2021-2022,HK2,MTH00082,21280067,8
2021-2022,HK2,MTH00082,21280068,8
2021-2022,HK2,MTH00082,21280069,9.75
2021-2022,HK2,MTH00082,21280070,9
2021-2022,HK2,MTH00082,21280071,5
2021-2022,HK2,MTH00082,21280072,9
2021-2022,HK2,MTH00082,21280073,9.25
2021-2022,HK2,MTH00082,21280074,6.75
2021-2022,HK2,MTH00082,21280075,7
2021-2022,HK2,MTH00082,21280076,10
2021-2022,HK2,MTH00082,21280077,9.75
2021-2022,HK2,MTH00082,21280078,10
2021-2022,HK2,MTH00082,21280079,10
2021-2022,HK2,MTH00082,21280080,10
2021-2022,HK2,MTH00082,21280081,10
2021-2022,HK2,MTH00082,21280082,8.5
2021-2022,HK2,MTH00082,21280083,10
2021-2022,HK2,MTH00082,21280084,6.25
2021-2022,HK2,MTH00082,21280085,7
2021-2022,HK2,MTH00082,21280086,7
2021-2022,HK2,MTH00082,21280087,5.25
2021-2022,HK2,MTH00082,21280088,10
2021-2022,HK2,MTH00082,21280089,9
2021-2022,HK2,MTH00082,21280090,8.75
2021-2022,HK2,MTH00082,21280091,10
2021-2022,HK2,MTH00082,21280092,9.75
2021-2022,HK2,MTH00082,21280093,9.25
2021-2022,HK2,MTH00082,21280094,7.25
2022-2023,HK1,MTH00085,21280005,10
2022-2023,HK1,MTH00085,21280006,6.75
2022-2023,HK1,MTH00085,21280007,10
2022-2023,HK1,MTH00085,21280008,6.75
2022-2023,HK1,MTH00085,21280009,10
2022-2023,HK1,MTH00085,21280010,10
2022-2023,HK1,MTH00085,21280011,8.5
2022-2023,HK1,MTH00085,21280012,10
2022-2023,HK1,MTH00085,21280013,7.75
2022-2023,HK1,MTH00085,21280014,8.75
2022-2023,HK1,MTH00085,21280015,7.75
2022-2023,HK1,MTH00085,21280016,8.25
2022-2023,HK1,MTH00085,21280017,9.25
2022-2023,HK1,MTH00085,21280018,6.5
2022-2023,HK1,MTH00085,21280019,5
2022-2023,HK1,MTH00085,21280020,9.25
2022-2023,HK1,MTH00085,21280021,7.75
2022-2023,HK1,MTH00085,21280022,8.75
2022-2023,HK1,MTH00085,21280023,10
2022-2023,HK1,MTH00085,21280024,8.75
2022-2023,HK1,MTH00085,21280025,8
2022-2023,HK1,MTH00085,21280026,8
2022-2023,HK1,MTH00085,21280027,8.75
2022-2023,HK1,MTH00085,21280028,9.25
2022-2023,HK1,MTH00085,21280029,6.25
2022-2023,HK1,MTH00085,21280030,8.5
2022-2023,HK1,MTH00085,21280031,5.75
2022-2023,HK1,MTH00085,21280032,8.75
2022-2023,HK1,MTH00085,21280033,6.75
2022-2023,HK1,MTH00085,21280034,7
2022-2023,HK1,MTH00085,21280035,7.5
2022-2023,HK1,MTH00085,21280036,10
2022-2023,HK1,MTH00085,21280037,8
2022-2023,HK1,MTH00085,21280038,10
2022-2023,HK1,MTH00085,21280039,8.75
2022-2023,HK1,MTH00085,21280040,10
2022-2023,HK1,MTH00085,21280041,6.5
2022-2023,HK1,MTH00085,21280042,7
2022-2023,HK1,MTH00085,21280043,10
2022-2023,HK1,MTH00085,21280044,5
2022-2023,HK1,MTH00085,21280045,8.25
2022-2023,HK1,MTH00085,21280046,9
2022-2023,HK1,MTH00085,21280047,6.25
2022-2023,HK1,MTH00085,21280048,10
2022-2023,HK1,MTH00085,21280049,6.5
2022-2023,HK1,MTH00085,21280050,8.25
2022-2023,HK1,MTH00085,21280051,6.75
2022-2023,HK1,MTH00085,21280052,8.75
2022-2023,HK1,MTH00085,21280053,6
2022-2023,HK1,MTH00085,21280054,8.5
2022-2023,HK1,MTH00085,21280055,6.25
2022-2023,HK1,MTH00085,21280056,8.25
2022-2023,HK1,MTH00085,21280057,7
2022-2023,HK1,MTH00085,21280058,10
2022-2023,HK1,MTH00085,21280060,5
2022-2023,HK1,MTH00085,21280061,9.25
2022-2023,HK1,MTH00085,21280062,5.75
2022-2023,HK1,MTH00085,21280063,6.25
2022-2023,HK1,MTH00085,21280064,5.75
2022-2023,HK1,MTH00085,21280065,9
2022-2023,HK1,MTH00085,21280066,7.25
2022-2023,HK1,MTH00085,21280067,10
2022-2023,HK1,MTH00085,21280068,8
2022-2023,HK1,MTH00085,21280069,10
2022-2023,HK1,MTH00085,21280070,8.25
2022-2023,HK1,MTH00085,21280071,5
2022-2023,HK1,MTH00085,21280072,10
2022-2023,HK1,MTH00085,21280073,7.5
2022-2023,HK1,MTH00085,21280074,10
2022-2023,HK1,MTH00085,21280075,5
2022-2023,HK1,MTH00085,21280076,7
2022-2023,HK1,MTH00085,21280077,8
2022-2023,HK1,MTH00085,21280078,8.25
2022-2023,HK1,MTH00085,21280080,10
2022-2023,HK1,MTH00085,21280081,6.5
2022-2023,HK1,MTH00085,21280082,8.75
2022-2023,HK1,MTH00085,21280083,10
2022-2023,HK1,MTH00085,21280084,9.5
2022-2023,HK1,MTH00085,21280085,7.25
2022-2023,HK1,MTH00085,21280086,8.25
2022-2023,HK1,MTH00085,21280087,8.5
2022-2023,HK1,MTH00085,21280088,8
2022-2023,HK1,MTH00085,21280089,5
2022-2023,HK1,MTH00085,21280090,10
2022-2023,HK1,MTH00085,21280092,10
2022-2023,HK1,MTH00085,21280093,7.75
2022-2023,HK1,MTH00085,21280094,5
2023-2024,HK1,MTH00050,21280005,8.75
2023-2024,HK1,MTH00050,21280006,7.5
2023-2024,HK1,MTH00050,21280007,6.5
2023-2024,HK1,MTH00050,21280008,6.5
2023-2024,HK1,MTH00050,21280009,8.75
2023-2024,HK1,MTH00050,21280010,8.75
2023-2024,HK1,MTH00050,21280011,7
2023-2024,HK1,MTH00050,21280012,5
2023-2024,HK1,MTH00050,21280013,7.25
2023-2024,HK1,MTH00050,21280014,8
2023-2024,HK1,MTH00050,21280015,7.25
2023-2024,HK1,MTH00050,21280016,8.25
2023-2024,HK1,MTH00050,21280017,6.5
2023-2024,HK1,MTH00050,21280018,8.5
2023-2024,HK1,MTH00050,21280019,6.5
2023-2024,HK1,MTH00050,21280020,6
2023-2024,HK1,MTH00050,21280021,8
2023-2024,HK1,MTH00050,21280022,9.25
2023-2024,HK1,MTH00050,21280023,5
2023-2024,HK1,MTH00050,21280024,8.75
2023-2024,HK1,MTH00050,21280025,10
2023-2024,HK1,MTH00050,21280026,10
2023-2024,HK1,MTH00050,21280027,8
2023-2024,HK1,MTH00050,21280028,10
2023-2024,HK1,MTH00050,21280029,8.25
2023-2024,HK1,MTH00050,21280030,8.25
2023-2024,HK1,MTH00050,21280031,6
2023-2024,HK1,MTH00050,21280032,8.75
2023-2024,HK1,MTH00050,21280033,6.25
2023-2024,HK1,MTH00050,21280034,8.5
2023-2024,HK1,MTH00050,21280035,7
2023-2024,HK1,MTH00050,21280036,7.75
2023-2024,HK1,MTH00050,21280037,9.5
2023-2024,HK1,MTH00050,21280038,10
2023-2024,HK1,MTH00050,21280039,8
2023-2024,HK1,MTH00050,21280040,5
2023-2024,HK1,MTH00050,21280041,8.5
2023-2024,HK1,MTH00050,21280042,7.5
2023-2024,HK1,MTH00050,21280043,10
2023-2024,HK1,MTH00050,21280044,6.5
2023-2024,HK1,MTH00050,21280045,5.75
2023-2024,HK1,MTH00050,21280046,7.75
2023-2024,HK1,MTH00050,21280047,9.75
2023-2024,HK1,MTH00050,21280048,10
2023-2024,HK1,MTH00050,21280049,8.75
2023-2024,HK1,MTH00050,21280050,9
2023-2024,HK1,MTH00050,21280051,9
2023-2024,HK1,MTH00050,21280052,6.5
2023-2024,HK1,MTH00050,21280053,10
2023-2024,HK1,MTH00050,21280054,7.75
2023-2024,HK1,MTH00050,21280055,5
2023-2024,HK1,MTH00050,21280057,7.5
2023-2024,HK1,MTH00050,21280058,10
2023-2024,HK1,MTH00050,21280060,5
2023-2024,HK1,MTH00050,21280061,7
2023-2024,HK1,MTH00050,21280062,8.25
2023-2024,HK1,MTH00050,21280063,10
2023-2024,HK1,MTH00050,21280064,10
2023-2024,HK1,MTH00050,21280065,8.75
2023-2024,HK1,MTH00050,21280066,5
2023-2024,HK1,MTH00050,21280067,7.5
2023-2024,HK1,MTH00050,21280068,9.75
2023-2024,HK1,MTH00050,21280069,9.75
2023-2024,HK1,MTH00050,21280070,10
2023-2024,HK1,MTH00050,21280071,6.5
2023-2024,HK1,MTH00050,21280072,7
2023-2024,HK1,MTH00050,21280073,9.75
2023-2024,HK1,MTH00050,21280074,5.25
2023-2024,HK1,MTH00050,21280075,5
2023-2024,HK1,MTH00050,21280076,9
2023-2024,HK1,MTH00050,21280077,6.25
2023-2024,HK1,MTH00050,21280078,6
2023-2024,HK1,MTH00050,21280080,6.25
2023-2024,HK1,MTH00050,21280081,6
2023-2024,HK1,MTH00050,21280082,7.75
2023-2024,HK1,MTH00050,21280083,7.25
2023-2024,HK1,MTH00050,21280084,9.5
2023-2024,HK1,MTH00050,21280085,5.75
2023-2024,HK1,MTH00050,21280086,8
2023-2024,HK1,MTH00050,21280087,8.75
2023-2024,HK1,MTH00050,21280088,8.5
2023-2024,HK1,MTH00050,21280089,10
2023-2024,HK1,MTH00050,21280090,8.5
2023-2024,HK1,MTH00050,21280092,9.25
2023-2024,HK1,MTH00050,21280093,6.25
2023-2024,HK1,MTH00050,21280094,10
2022-2023,HK2,MTH00041,21280005,6.75
2022-2023,HK2,MTH00041,21280006,6.5
2022-2023,HK2,MTH00041,21280007,5.75
2022-2023,HK2,MTH00041,21280008,9.5
2022-2023,HK2,MTH00041,21280009,10
2022-2023,HK2,MTH00041,21280010,5.75
2022-2023,HK2,MTH00041,21280011,10
2022-2023,HK2,MTH00041,21280012,5.25
2022-2023,HK2,MTH00041,21280013,8.25
2022-2023,HK2,MTH00041,21280014,9
2022-2023,HK2,MTH00041,21280015,6.75
2022-2023,HK2,MTH00041,21280016,10
2022-2023,HK2,MTH00041,21280017,7.25
2022-2023,HK2,MTH00041,21280018,9.5
2022-2023,HK2,MTH00041,21280019,10
2022-2023,HK2,MTH00041,21280020,8.5
2022-2023,HK2,MTH00041,21280021,9.5
2022-2023,HK2,MTH00041,21280022,5.5
2022-2023,HK2,MTH00041,21280023,9.75
2022-2023,HK2,MTH00041,21280024,7.75
2022-2023,HK2,MTH00041,21280025,7.5
2022-2023,HK2,MTH00041,21280026,10
2022-2023,HK2,MTH00041,21280027,10
2022-2023,HK2,MTH00041,21280028,10
2022-2023,HK2,MTH00041,21280029,9.25
2022-2023,HK2,MTH00041,21280030,8.5
2022-2023,HK2,MTH00041,21280031,8
2022-2023,HK2,MTH00041,21280032,10
2022-2023,HK2,MTH00041,21280033,6.25
2022-2023,HK2,MTH00041,21280034,9
2022-2023,HK2,MTH00041,21280035,7.25
2022-2023,HK2,MTH00041,21280036,6.75
2022-2023,HK2,MTH00041,21280037,10
2022-2023,HK2,MTH00041,21280038,7.75
2022-2023,HK2,MTH00041,21280039,10
2022-2023,HK2,MTH00041,21280040,7.75
2022-2023,HK2,MTH00041,21280041,7
2022-2023,HK2,MTH00041,21280042,7.75
2022-2023,HK2,MTH00041,21280043,7
2022-2023,HK2,MTH00041,21280044,9.5
2022-2023,HK2,MTH00041,21280045,8.75
2022-2023,HK2,MTH00041,21280046,7.75
2022-2023,HK2,MTH00041,21280047,10
2022-2023,HK2,MTH00041,21280048,9.75
2022-2023,HK2,MTH00041,21280049,5.75
2022-2023,HK2,MTH00041,21280050,6.5
2022-2023,HK2,MTH00041,21280051,8
2022-2023,HK2,MTH00041,21280052,8.5
2022-2023,HK2,MTH00041,21280053,9
2022-2023,HK2,MTH00041,21280054,6.75
2022-2023,HK2,MTH00041,21280055,6.75
2022-2023,HK2,MTH00041,21280056,7.25
2022-2023,HK2,MTH00041,21280057,7
2022-2023,HK2,MTH00041,21280058,8.75
2022-2023,HK2,MTH00041,21280060,5
2022-2023,HK2,MTH00041,21280061,5.25
2022-2023,HK2,MTH00041,21280062,10
2022-2023,HK2,MTH00041,21280063,5.5
2022-2023,HK2,MTH00041,21280064,6.75
2022-2023,HK2,MTH00041,21280065,5.5
2022-2023,HK2,MTH00041,21280066,6.25
2022-2023,HK2,MTH00041,21280067,7.5
2022-2023,HK2,MTH00041,21280068,5.75
2022-2023,HK2,MTH00041,21280069,9
2022-2023,HK2,MTH00041,21280070,7.75
2022-2023,HK2,MTH00041,21280071,6.75
2022-2023,HK2,MTH00041,21280072,9.75
2022-2023,HK2,MTH00041,21280073,7.5
2022-2023,HK2,MTH00041,21280074,8.5
2022-2023,HK2,MTH00041,21280075,5
2022-2023,HK2,MTH00041,21280076,8.25
2022-2023,HK2,MTH00041,21280077,8
2022-2023,HK2,MTH00041,21280078,7.25
2022-2023,HK2,MTH00041,21280080,8.75
2022-2023,HK2,MTH00041,21280081,7.5
2022-2023,HK2,MTH00041,21280082,10
2022-2023,HK2,MTH00041,21280083,10
2022-2023,HK2,MTH00041,21280084,8.5
2022-2023,HK2,MTH00041,21280085,10
2022-2023,HK2,MTH00041,21280086,7.25
2022-2023,HK2,MTH00041,21280087,10
2022-2023,HK2,MTH00041,21280088,6.25
2022-2023,HK2,MTH00041,21280089,10
2022-2023,HK2,MTH00041,21280090,6.25
2022-2023,HK2,MTH00041,21280092,9.5
2022-2023,HK2,MTH00041,21280093,5
2022-2023,HK2,MTH00041,21280094,8.5
2021-2022,HK1,BAA00101,21280005,7
2021-2022,HK1,BAA00101,21280006,9.75
2021-2022,HK1,BAA00101,21280007,9.25
2021-2022,HK1,BAA00101,21280008,9
2021-2022,HK1,BAA00101,21280009,5
2021-2022,HK1,BAA00101,21280010,9.25
2021-2022,HK1,BAA00101,21280011,8.75
2021-2022,HK1,BAA00101,21280012,9
2021-2022,HK1,BAA00101,21280013,7.75
2021-2022,HK1,BAA00101,21280014,10
2021-2022,HK1,BAA00101,21280015,6.75
2021-2022,HK1,BAA00101,21280016,9
2021-2022,HK1,BAA00101,21280017,6.25
2021-2022,HK1,BAA00101,21280018,6.25
2021-2022,HK1,BAA00101,21280019,6.5
2021-2022,HK1,BAA00101,21280020,7.5
2021-2022,HK1,BAA00101,21280021,7.25
2021-2022,HK1,BAA00101,21280022,5.25
2021-2022,HK1,BAA00101,21280023,10
2021-2022,HK1,BAA00101,21280024,7
2021-2022,HK1,BAA00101,21280025,9
2021-2022,HK1,BAA00101,21280026,10
2021-2022,HK1,BAA00101,21280027,9
2021-2022,HK1,BAA00101,21280028,10
2021-2022,HK1,BAA00101,21280029,6.75
2021-2022,HK1,BAA00101,21280030,9.25
2021-2022,HK1,BAA00101,21280031,8
2021-2022,HK1,BAA00101,21280032,8.5
2021-2022,HK1,BAA00101,21280033,6.5
2021-2022,HK1,BAA00101,21280034,7.5
2021-2022,HK1,BAA00101,21280035,7.25
2021-2022,HK1,BAA00101,21280036,8.25
2021-2022,HK1,BAA00101,21280037,7
2021-2022,HK1,BAA00101,21280038,7
2021-2022,HK1,BAA00101,21280039,8
2021-2022,HK1,BAA00101,21280040,10
2021-2022,HK1,BAA00101,21280041,6.5
2021-2022,HK1,BAA00101,21280042,7.25
2021-2022,HK1,BAA00101,21280043,8.75
2021-2022,HK1,BAA00101,21280044,8.75
2021-2022,HK1,BAA00101,21280045,6.25
2021-2022,HK1,BAA00101,21280046,6.25
2021-2022,HK1,BAA00101,21280047,5.5
2021-2022,HK1,BAA00101,21280048,8
2021-2022,HK1,BAA00101,21280049,8.75
2021-2022,HK1,BAA00101,21280050,6.25
2021-2022,HK1,BAA00101,21280051,9.25
2021-2022,HK1,BAA00101,21280052,8.75
2021-2022,HK1,BAA00101,21280053,5.75
2021-2022,HK1,BAA00101,21280054,8
2021-2022,HK1,BAA00101,21280055,8.5
2021-2022,HK1,BAA00101,21280056,10
2021-2022,HK1,BAA00101,21280057,6
2021-2022,HK1,BAA00101,21280058,7.25
2021-2022,HK1,BAA00101,21280059,10
2021-2022,HK1,BAA00101,21280060,6
2021-2022,HK1,BAA00101,21280061,6
2021-2022,HK1,BAA00101,21280062,5.25
2021-2022,HK1,BAA00101,21280063,9
2021-2022,HK1,BAA00101,21280064,6
2021-2022,HK1,BAA00101,21280065,10
2021-2022,HK1,BAA00101,21280066,7
2021-2022,HK1,BAA00101,21280067,8
2021-2022,HK1,BAA00101,21280068,5.75
2021-2022,HK1,BAA00101,21280069,7
2021-2022,HK1,BAA00101,21280070,9.5
2021-2022,HK1,BAA00101,21280071,7.75
2021-2022,HK1,BAA00101,21280072,10
2021-2022,HK1,BAA00101,21280073,7
2021-2022,HK1,BAA00101,21280074,8.5
2021-2022,HK1,BAA00101,21280075,7.5
2021-2022,HK1,BAA00101,21280076,8
2021-2022,HK1,BAA00101,21280077,10
2021-2022,HK1,BAA00101,21280078,5.75
2021-2022,HK1,BAA00101,21280079,9
2021-2022,HK1,BAA00101,21280080,5
2021-2022,HK1,BAA00101,21280081,6
2021-2022,HK1,BAA00101,21280082,7
2021-2022,HK1,BAA00101,21280083,7.75
2021-2022,HK1,BAA00101,21280084,10
2021-2022,HK1,BAA00101,21280085,5
2021-2022,HK1,BAA00101,21280086,8.5
2021-2022,HK1,BAA00101,21280087,9
2021-2022,HK1,BAA00101,21280088,9.75
2021-2022,HK1,BAA00101,21280089,7.25
2021-2022,HK1,BAA00101,21280090,9.25
2021-2022,HK1,BAA00101,21280091,6.75
2021-2022,HK1,BAA00101,21280092,9.5
2021-2022,HK1,BAA00101,21280093,6.75
2021-2022,HK1,BAA00101,21280094,10
2022-2023,HK2,BAA00003,21280005,8
2022-2023,HK2,BAA00003,21280006,7
2022-2023,HK2,BAA00003,21280007,5.75
2022-2023,HK2,BAA00003,21280008,8
2022-2023,HK2,BAA00003,21280009,10
2022-2023,HK2,BAA00003,21280010,5.5
2022-2023,HK2,BAA00003,21280011,9.5
2022-2023,HK2,BAA00003,21280012,6
2022-2023,HK2,BAA00003,21280013,8.5
2022-2023,HK2,BAA00003,21280014,5
2022-2023,HK2,BAA00003,21280015,8
2022-2023,HK2,BAA00003,21280016,5
2022-2023,HK2,BAA00003,21280017,10
2022-2023,HK2,BAA00003,21280018,9.5
2022-2023,HK2,BAA00003,21280019,8
2022-2023,HK2,BAA00003,21280020,5
2022-2023,HK2,BAA00003,21280021,8.25
2022-2023,HK2,BAA00003,21280022,5
2022-2023,HK2,BAA00003,21280023,7.5
2022-2023,HK2,BAA00003,21280024,8.75
2022-2023,HK2,BAA00003,21280025,9
2022-2023,HK2,BAA00003,21280026,6.5
2022-2023,HK2,BAA00003,21280027,5
2022-2023,HK2,BAA00003,21280028,10
2022-2023,HK2,BAA00003,21280029,6.75
2022-2023,HK2,BAA00003,21280030,6.5
2022-2023,HK2,BAA00003,21280031,10
2022-2023,HK2,BAA00003,21280032,8.75
2022-2023,HK2,BAA00003,21280033,9
2022-2023,HK2,BAA00003,21280034,5.75
2022-2023,HK2,BAA00003,21280035,7
2022-2023,HK2,BAA00003,21280036,9.25
2022-2023,HK2,BAA00003,21280037,9.75
2022-2023,HK2,BAA00003,21280038,9.5
2022-2023,HK2,BAA00003,21280039,7.25
2022-2023,HK2,BAA00003,21280040,8.25
2022-2023,HK2,BAA00003,21280041,6.25
2022-2023,HK2,BAA00003,21280042,10
2022-2023,HK2,BAA00003,21280043,10
2022-2023,HK2,BAA00003,21280044,9.75
2022-2023,HK2,BAA00003,21280045,5.25
2022-2023,HK2,BAA00003,21280046,10
2022-2023,HK2,BAA00003,21280047,5.5
2022-2023,HK2,BAA00003,21280048,8
2022-2023,HK2,BAA00003,21280049,6
2022-2023,HK2,BAA00003,21280050,8.5
2022-2023,HK2,BAA00003,21280051,8
2022-2023,HK2,BAA00003,21280052,6.5
2022-2023,HK2,BAA00003,21280053,5.5
2022-2023,HK2,BAA00003,21280054,9
2022-2023,HK2,BAA00003,21280055,8.5
2022-2023,HK2,BAA00003,21280056,6.5
2022-2023,HK2,BAA00003,21280057,8.5
2022-2023,HK2,BAA00003,21280058,6.75
2022-2023,HK2,BAA00003,21280060,6
2022-2023,HK2,BAA00003,21280061,7
2022-2023,HK2,BAA00003,21280062,7.5
2022-2023,HK2,BAA00003,21280063,9.5
2022-2023,HK2,BAA00003,21280064,7.75
2022-2023,HK2,BAA00003,21280065,10
2022-2023,HK2,BAA00003,21280066,6.75
2022-2023,HK2,BAA00003,21280067,8
2022-2023,HK2,BAA00003,21280068,9
2022-2023,HK2,BAA00003,21280069,10
2022-2023,HK2,BAA00003,21280070,10
2022-2023,HK2,BAA00003,21280071,9.75
2022-2023,HK2,BAA00003,21280072,7.75
2022-2023,HK2,BAA00003,21280073,7
2022-2023,HK2,BAA00003,21280074,10
2022-2023,HK2,BAA00003,21280075,7.75
2022-2023,HK2,BAA00003,21280076,7.25
2022-2023,HK2,BAA00003,21280077,9
2022-2023,HK2,BAA00003,21280078,8.25
2022-2023,HK2,BAA00003,21280080,8.5
